Amplifier,Clean Accuracy,Clean Fairness,Corrupt Accuracy,Corrupt Fairness
2,0.65,0.5430821591728947,0.66,0.6063123420507321
4,0.65,0.5430821591728947,0.61,0.7459984987772292
8,0.65,0.5430821591728947,0.44,0.9019078463474173
16,0.65,0.5430821591728947,0.39,0.9539446406332927
32,0.65,0.5430821591728947,0.3,0.9570751422311187
64,0.65,0.5430821591728947,0.27,0.9504315950331281
128,0.65,0.5430821591728947,0.27,0.9458423361837758
256,0.65,0.5430821591728947,0.27,0.9444998729527491
